z	 ra	 dec
 0.355996	 3.254041	 0.210060
 0.459842	 2.909238	 0.268339
 0.296014	 2.566620	 0.632823
 0.376560	 4.002823	 0.261398
 0.246240	 3.053580	 0.646250
 0.467962	 3.053956	 0.193443
 0.414793	 2.177516	 0.400077
 0.300003	 2.751290	 0.360044
 0.296555	 3.420552	 1.012393
 0.435537	 5.853350	 -0.141015
 0.389596	 3.086055	 0.009598
 0.388381	 3.641638	 -0.047289
 0.410067	 3.209995	 0.916673
 0.322899	 0.892341	 -0.141687
 0.190127	 3.262585	 -0.042856
 0.426933	 0.540854	 0.237948
 0.183952	 0.911908	 -0.019208
 0.186234	 4.467993	 1.061714
 0.186452	 3.901950	 0.048111
 0.359866	 3.100658	 0.867965
 0.244662	 3.242292	 -0.020491
 0.437331	 4.251595	 0.515459
 0.304018	 3.751051	 0.436393
 0.261285	 3.836889	 0.467371
 0.181601	 2.884922	 1.015844
 0.182388	 2.777195	 0.684601
 0.181246	 3.407965	 1.051727
 0.341241	 2.157770	 0.188243
 0.161142	 3.760184	 0.076900
 0.171885	 2.367397	 0.153150
 0.435410	 3.276967	 0.174491
 0.328822	 2.341127	 0.910669
 0.192466	 2.500557	 0.774515
 0.381171	 2.729217	 0.947178
 0.380702	 2.433835	 0.752237
 0.281705	 2.515410	 0.861702
 0.466322	 2.534408	 0.696995
 0.315110	 4.148986	 0.735011
 0.317015	 3.517791	 0.088193
 0.335900	 3.810950	 0.636445
 0.449780	 2.314937	 0.442922
 0.446725	 3.458710	 0.630563
 0.448918	 2.502429	 0.099983
 0.453475	 3.809185	 0.199469
 0.448654	 3.787132	 0.298337
 0.201323	 2.736031	 0.957686
 0.468566	 4.323073	 0.284427
 0.262531	 3.282717	 0.766340
 0.415694	 5.947618	 0.237239
 0.299533	 3.062018	 0.655558
 0.444217	 3.087423	 -0.061194
 0.392062	 0.640933	 -0.167772
 0.390197	 4.050468	 -0.008266
 0.389769	 4.268572	 0.421999
 0.362498	 4.202902	 0.126686
 0.185328	 3.319165	 0.049771
 0.316241	 3.564937	 0.601181
 0.376146	 4.254946	 0.531785
 0.465124	 2.683777	 1.062987
 0.379750	 3.717714	 0.938644
 0.294877	 3.007937	 0.067310
 0.289216	 3.720814	 0.938737
 0.392106	 3.894113	 0.117232
 0.343524	 3.754208	 -0.005642
 0.344114	 3.761091	 1.001316
 0.308067	 2.677216	 0.107450
 0.288972	 3.685076	 0.868752
 0.377870	 4.188968	 0.519255
 0.247107	 2.324456	 0.447301
 0.168009	 3.786762	 1.014158
 0.172744	 2.998222	 1.002437
 0.322161	 2.202380	 0.570394
 0.392583	 2.585596	 0.145588
 0.180460	 3.420647	 1.061810
 0.181774	 2.064165	 0.856543
 0.181931	 4.043507	 0.144604
 0.337715	 4.152863	 0.414846
 0.335935	 0.803438	 -0.112531
 0.419772	 2.295709	 0.474070
 0.419414	 3.910829	 0.442571
 0.415242	 1.995890	 0.831303
 0.352806	 2.973198	 0.703258
 0.305924	 4.154190	 0.350555
 0.411748	 0.099188	 -0.014267
 0.393881	 3.977864	 0.350463
 0.363053	 2.965161	 0.539532
 0.379773	 4.244711	 0.927391
 0.381358	 2.041471	 0.485140
 0.411758	 3.907406	 0.730978
 0.412874	 3.463041	 0.183849
 0.216239	 3.315299	 0.190225
 0.183031	 2.955101	 0.352693
 0.386076	 4.211802	 0.827996
 0.419779	 2.395009	 0.317062
 0.437897	 2.697334	 0.478535
 0.358497	 4.001870	 0.440488
 0.434961	 3.808142	 0.294977
 0.334084	 3.869178	 0.834071
 0.377506	 4.082615	 0.486534
 0.442364	 4.205600	 0.662992
 0.226328	 2.360136	 0.506157
 0.343073	 4.263267	 0.597820
 0.393726	 2.734904	 0.408427
 0.324044	 2.193164	 0.512965
 0.393831	 2.733839	 0.134869
 0.346543	 3.854084	 0.773536
 0.247064	 2.135476	 0.846298
 0.376592	 2.681096	 0.944329
 0.334159	 3.412163	 0.807743
 0.356699	 3.825273	 0.700354
 0.453616	 6.035607	 0.264718
 0.275203	 2.195902	 0.636783
 0.273795	 3.511309	 0.329393
 0.292783	 5.682046	 0.182872
 0.164053	 3.894711	 0.203801
 0.163956	 4.290262	 0.382327
 0.425023	 3.832212	 0.597463
 0.380475	 5.942515	 0.248646
 0.409221	 3.161745	 0.765616
 0.374470	 4.218441	 0.253650
 0.317780	 6.079113	 -0.165795
 0.382160	 2.587430	 0.727479
 0.416422	 4.377253	 0.228773
 0.433783	 3.265454	 0.225827
 0.465443	 3.199231	 0.293382
 0.385499	 2.112402	 0.126989
 0.348770	 4.475453	 0.596717
 0.366111	 4.282259	 0.767492
 0.264427	 4.133877	 0.445799
 0.334912	 2.598132	 0.647244
 0.263064	 3.546286	 0.956179
 0.316713	 0.544759	 -0.152449
 0.284337	 2.491778	 0.201837
 0.319241	 2.509057	 0.206395
 0.174420	 2.577140	 1.018113
 0.366752	 2.463558	 0.032805
 0.366057	 2.623301	 1.073803
 0.174620	 3.219359	 0.479686
 0.436774	 3.272373	 0.584685
 0.202323	 3.000608	 0.925036
 0.292773	 3.575296	 0.662160
 0.424488	 3.958249	 0.166466
 0.427679	 2.903810	 1.176853
 0.234676	 4.009375	 0.221177
 0.176436	 3.320420	 0.904781
 0.295725	 4.134389	 0.103959
 0.374896	 0.135989	 -0.016151
 0.370248	 2.655707	 0.074806
 0.271377	 3.101502	 0.695746
 0.373805	 3.473939	 0.050174
 0.418202	 6.034500	 0.226821
 0.380448	 4.119395	 0.458592
 0.410903	 2.011346	 0.723117
 0.235176	 2.151322	 0.757809
 0.238366	 2.859062	 -0.000442
 0.322392	 5.604247	 0.172284
 0.297592	 2.341528	 0.128137
 0.434230	 2.111562	 0.495304
 0.247450	 2.505610	 0.612379
 0.386854	 2.705093	 0.389367
 0.247608	 2.666306	 0.483456
 0.386431	 2.962078	 0.173354
 0.417654	 2.818980	 0.620294
 0.368282	 3.627555	 0.861680
 0.401305	 2.264413	 1.087812
 0.341010	 2.485755	 0.488289
 0.223238	 3.725298	 0.171984
 0.420015	 2.443491	 0.054481
 0.172486	 3.491523	 0.295686
 0.172271	 2.602005	 0.528218
 0.172566	 2.735168	 0.862538
 0.407757	 2.949486	 1.090831
 0.390315	 3.999096	 0.031873
 0.369405	 2.439509	 0.105179
 0.379390	 3.519534	 0.654250
 0.305677	 2.895003	 0.685082
 0.425188	 2.018519	 0.525845
 0.414135	 3.681428	 0.162851
 0.181564	 2.873811	 0.415623
 0.408635	 3.935338	 0.823944
 0.428265	 3.620030	 0.714553
 0.436922	 2.212265	 0.472589
 0.443611	 6.005711	 -0.184459
 0.251721	 2.145431	 0.226039
 0.304194	 1.548469	 -0.012588
 0.347235	 3.420601	 1.098228
 0.346950	 2.180912	 0.041365
 0.342039	 3.826355	 0.155554
 0.348783	 2.414379	 0.945974
 0.335334	 3.944371	 0.447895
 0.287800	 2.657170	 0.689493
 0.265856	 3.048803	 0.017773
 0.168492	 4.316912	 0.338131
 0.241016	 3.140612	 0.559300
 0.454807	 3.496653	 1.070189
 0.454261	 5.647743	 0.009524
 0.165624	 3.181052	 -0.011458
 0.364257	 2.391962	 1.101862
 0.166995	 4.317967	 0.557354
 0.165415	 2.125452	 0.915961
 0.281201	 2.387561	 0.896077
 0.284583	 3.368024	 -0.029054
 0.431979	 4.542637	 0.556309
 0.249320	 3.361196	 0.660465
 0.379482	 3.066593	 0.424054
 0.381182	 5.878581	 0.251688
 0.380388	 3.042435	 0.959185
 0.323252	 3.970341	 0.043586
 0.175680	 4.296217	 0.679944
 0.448323	 3.209114	 0.903244
 0.243045	 2.194241	 0.425388
 0.341745	 5.624969	 -0.121168
 0.297198	 3.862620	 0.933474
 0.342047	 3.284340	 0.131892
 0.372297	 3.611865	 0.200719
 0.433147	 3.346292	 -0.055873
 0.457419	 3.291417	 0.843292
 0.357695	 3.432574	 0.066105
 0.463636	 2.520178	 0.730005
 0.283868	 3.839303	 0.248919
 0.279888	 2.766285	 0.356675
 0.278977	 4.347210	 0.664843
 0.281700	 3.314160	 0.249554
 0.402735	 3.283186	 0.169644
 0.332958	 2.050147	 0.342784
 0.328986	 3.841827	 0.169116
 0.418272	 5.862798	 -0.009444
 0.389540	 2.636990	 0.559449
 0.290799	 2.610768	 0.308136
 0.361213	 2.761797	 0.169572
 0.411838	 2.217992	 0.213020
 0.333140	 4.242147	 0.275766
 0.368042	 3.336746	 0.937413
 0.250085	 4.004000	 0.304454
 0.365171	 0.839087	 -0.015580
 0.365543	 4.125370	 0.252570
 0.416064	 3.478462	 0.305108
 0.405546	 4.288493	 0.235675
 0.413546	 3.823489	 0.623634
 0.167703	 3.436014	 0.289267
 0.391795	 3.870276	 0.944157
 0.448733	 2.769707	 0.791111
 0.445342	 0.363607	 -0.179566
 0.447076	 2.480985	 0.258457
 0.374766	 4.235711	 0.164287
 0.226330	 2.766893	 1.157919
 0.375584	 2.833269	 0.090832
 0.222161	 2.880660	 0.901688
 0.398011	 2.250033	 0.371468
 0.179719	 4.382386	 0.624056
 0.220569	 5.483154	 -0.105532
 0.408147	 5.443202	 -0.126138
 0.213121	 2.495948	 0.021674
 0.322255	 4.298210	 0.611400
 0.323511	 2.020296	 0.782624
 0.320952	 3.521992	 0.200921
 0.324839	 2.169131	 0.390066
 0.445071	 3.643021	 0.935132
 0.321571	 4.074938	 0.306950
 0.324360	 2.043553	 0.462186
 0.342444	 4.456229	 0.666251
 0.321897	 2.805241	 0.062398
 0.345486	 0.103393	 0.269694
 0.227112	 2.930465	 0.890070
 0.339354	 3.197677	 0.755684
 0.269351	 2.331388	 0.613705
 0.399112	 5.800432	 0.227833
 0.333145	 2.135448	 1.004673
 0.333547	 4.025640	 0.147814
 0.332457	 3.868319	 0.644630
 0.267295	 2.223853	 0.312011
 0.466084	 4.367137	 0.377977
 0.458208	 4.149805	 0.222977
 0.326986	 3.575694	 0.095914
 0.278142	 3.233540	 0.770245
 0.450216	 4.204037	 0.417862
 0.409521	 2.648930	 0.705589
 0.287370	 2.478399	 0.265349
 0.270886	 2.050621	 0.768181
 0.269384	 5.695271	 0.221609
 0.327293	 3.234118	 0.789124
 0.266892	 3.505190	 0.953539
 0.266921	 3.700228	 0.362092
 0.230208	 3.961527	 0.227375
 0.378171	 3.790889	 0.476590
 0.335076	 2.100744	 0.697491
 0.200905	 3.984763	 0.299258
 0.419533	 2.254651	 0.372733
 0.440396	 2.660498	 0.446230
 0.198852	 3.167000	 0.725910
 0.343340	 2.787885	 1.123449
 0.447912	 4.237013	 0.120346
 0.326477	 2.414010	 1.095874
 0.200454	 4.300396	 0.845165
 0.294500	 2.169683	 0.501087
 0.187351	 2.861525	 0.764455
 0.290246	 5.741710	 0.221507
 0.405329	 3.552623	 0.052088
 0.405216	 2.127429	 0.414960
 0.326021	 2.703891	 0.481760
 0.465435	 2.119624	 0.876871
 0.399467	 2.613165	 0.649080
 0.302804	 0.352165	 0.271632
 0.381092	 2.554625	 0.276730
 0.167693	 2.732547	 0.277708
 0.415814	 2.388105	 0.345966
 0.416478	 2.375047	 0.242623
 0.416459	 3.625795	 0.196687
 0.328739	 4.026912	 0.379389
 0.413379	 3.609588	 0.532847
 0.390360	 3.764714	 0.641174
 0.390195	 3.605962	 0.056743
 0.330014	 3.958396	 0.875284
 0.216322	 3.836844	 0.195467
 0.412926	 2.859057	 0.863956
 0.412003	 3.089401	 0.344055
 0.331865	 4.228390	 0.429611
 0.214413	 2.785479	 0.538987
 0.378317	 2.240256	 0.562279
 0.454849	 3.079130	 0.607028
 0.300632	 3.148939	 0.246113
 0.369002	 3.272812	 0.993539
 0.372218	 3.160145	 0.987667
 0.299384	 3.791238	 1.034545
 0.368664	 4.292778	 0.151595
 0.220846	 3.255770	 0.498566
 0.422190	 2.265458	 1.017462
 0.428515	 2.218115	 0.592850
 0.386409	 2.131173	 0.609132
 0.168508	 2.300611	 0.371787
 0.444181	 3.394772	 0.436458
 0.437536	 2.334693	 0.267824
 0.401557	 4.059558	 0.563497
 0.362086	 2.540998	 0.745827
 0.425553	 3.959990	 0.070875
 0.426666	 2.910759	 0.988864
 0.180117	 4.054512	 0.382617
 0.357477	 2.701966	 0.499620
 0.417339	 4.211202	 0.566623
 0.378801	 3.597758	 0.915768
 0.411053	 3.771914	 0.245587
 0.314406	 2.536207	 0.709771
 0.297276	 3.158292	 1.032653
 0.285086	 3.300819	 0.074350
 0.392201	 2.960887	 0.630560
 0.313563	 0.203857	 -0.015973
 0.391871	 2.907422	 0.273197
 0.226344	 5.634184	 -0.134799
 0.448905	 3.402177	 0.366124
 0.232337	 0.131786	 0.257934
 0.364854	 5.815809	 0.234546
 0.212609	 3.423888	 0.850004
 0.337279	 3.110480	 0.845005
 0.255283	 3.554456	 0.581770
 0.422164	 3.809056	 -0.049190
 0.391879	 2.898139	 0.779952
 0.161156	 3.590350	 0.391152
 0.254853	 3.370775	 -0.058991
 0.295178	 3.943235	 0.975210
 0.294123	 2.948548	 0.568785
 0.314323	 2.644781	 0.968489
 0.403711	 2.535938	 0.550613
 0.223917	 4.429607	 1.098015
 0.211073	 4.137601	 0.054666
 0.196546	 4.225355	 0.489312
 0.459017	 0.165905	 -0.169069
 0.429408	 3.076363	 0.376947
 0.280706	 2.037928	 0.539656
 0.311912	 2.431662	 0.723204
 0.433141	 4.140202	 0.256238
 0.433596	 2.854215	 0.316197
 0.318026	 5.834244	 0.219696
 0.354549	 2.437271	 0.299859
 0.280815	 4.459140	 0.357751
 0.427907	 3.305005	 0.573603
 0.336315	 2.097220	 0.342667
 0.343419	 2.748197	 0.263816
 0.401925	 0.325184	 0.237818
 0.203841	 2.265433	 0.141249
 0.203822	 0.408818	 0.231962
 0.271195	 3.166887	 0.132468
 0.203783	 0.599837	 -0.014853
 0.448220	 3.008423	 0.075018
 0.268414	 3.584311	 0.309467
 0.374260	 5.795803	 -0.000001
 0.419913	 2.172439	 0.801909
 0.419344	 3.948372	 0.330891
 0.211358	 2.529877	 0.933355
 0.422461	 2.559712	 0.190825
 0.254063	 5.638903	 -0.000817
 0.253670	 3.643382	 -0.041761
 0.255335	 3.654369	 0.975268
 0.286208	 3.772523	 0.359246
 0.224825	 2.444508	 0.375461
 0.192495	 3.325329	 0.156166
 0.282664	 3.878618	 0.162578
 0.384750	 4.239883	 0.058152
 0.404273	 4.156549	 0.629279
 0.271936	 2.767246	 0.465617
 0.385529	 2.241653	 0.692559
 0.383804	 4.197970	 0.556784
 0.316431	 2.617832	 0.857118
 0.296637	 2.764100	 0.785353
 0.372819	 2.718620	 0.655681
 0.450303	 2.400526	 0.749624
 0.219697	 3.148321	 0.004303
 0.285056	 3.582683	 0.865259
 0.451787	 3.289682	 0.289879
 0.246184	 4.062276	 0.835763
 0.407486	 2.221785	 0.836280
 0.459174	 3.248444	 0.945911
 0.329291	 2.606306	 -0.006604
 0.329675	 2.208263	 0.808784
 0.317970	 4.087677	 0.798800
 0.458302	 4.276615	 0.428275
 0.358515	 6.000012	 -0.155957
 0.354414	 3.546999	 0.159768
 0.306481	 0.454138	 0.252387
 0.311298	 4.178098	 0.851570
 0.320322	 4.206495	 0.546432
 0.361251	 3.788225	 0.508765
 0.458143	 3.476962	 0.266375
 0.341393	 3.496747	 0.174365
 0.325216	 2.279645	 0.868867
 0.322028	 2.780175	 0.158344
 0.321843	 2.446489	 0.822754
 0.335662	 3.074364	 0.513271
 0.339043	 2.973897	 0.344973
 0.235550	 3.361091	 0.075341
 0.338238	 2.844785	 1.088026
 0.342024	 4.006256	 0.748565
 0.359317	 4.143102	 0.670104
 0.320470	 3.725278	 0.410691
 0.336823	 2.438350	 1.081611
 0.345193	 2.162796	 0.032229
 0.271907	 4.046549	 0.988331
 0.454208	 2.953292	 0.360211
 0.382936	 2.476948	 -0.005663
 0.370092	 3.513538	 0.742872
 0.359484	 4.150051	 0.744250
 0.421273	 3.732429	 0.295095
 0.371312	 0.875507	 -0.112239
 0.322420	 4.284629	 0.340745
 0.371123	 4.593411	 0.995265
 0.421389	 3.815217	 0.024108
 0.377534	 4.476062	 0.543583
 0.405859	 2.485681	 0.929302
 0.376753	 5.775314	 -0.124933
 0.374776	 3.245051	 0.765444
 0.288736	 3.915142	 0.676964
 0.211154	 3.586700	 0.540082
 0.321711	 3.299690	 0.349813
 0.263526	 4.221860	 0.449292
 0.265593	 4.137436	 0.575938
 0.409645	 3.563405	 0.462329
 0.383861	 2.888383	 0.496548
 0.280642	 2.990707	 0.331079
 0.164165	 2.722101	 0.706328
 0.359097	 2.400839	 0.321763
 0.293008	 2.733697	 0.422157
 0.332420	 2.295287	 0.605713
 0.335077	 3.319643	 0.041030
 0.206970	 3.993824	 0.773083
 0.445474	 2.707770	 0.856339
 0.460693	 0.168541	 -0.177128
 0.321406	 2.257273	 0.725029
 0.418384	 3.078962	 0.868660
 0.329829	 2.268940	 0.915819
 0.418348	 3.815814	 0.259428
 0.416641	 3.113749	 0.190509
 0.381478	 4.000980	 -0.017623
 0.216541	 5.463539	 -0.099373
 0.462631	 0.467348	 -0.142189
 0.320870	 3.500554	 0.697797
 0.340547	 3.055578	 1.128882
 0.455918	 2.422859	 0.280718
 0.313609	 2.101700	 0.895550
 0.343343	 4.121530	 0.422411
 0.434584	 3.040469	 0.001358
 0.429978	 2.842495	 0.704923
 0.278749	 3.145603	 0.780031
 0.433812	 3.317091	 0.533354
 0.433819	 2.271585	 0.092618
 0.433999	 2.360958	 0.251722
 0.336367	 2.484215	 0.926541
 0.202569	 2.614039	 0.088043
 0.442225	 2.236740	 0.879817
 0.441022	 3.672015	 0.883563
 0.317404	 2.344075	 0.184509
 0.346654	 3.119761	 0.360252
 0.458939	 2.794271	 0.410233
 0.415447	 2.149859	 0.919421
 0.165502	 3.860941	 0.400944
 0.414530	 3.243588	 0.117650
 0.333300	 3.979135	 0.426587
 0.332310	 2.818723	 0.683475
 0.336547	 4.283067	 0.852585
 0.401556	 3.347457	 0.819081
 0.207929	 3.443361	 0.433941
 0.208161	 3.975387	 0.465466
 0.165615	 5.468486	 -0.020370
 0.275716	 3.825146	 0.574297
 0.417612	 2.379979	 0.372183
 0.299276	 4.215757	 0.387618
 0.401564	 2.478482	 0.376986
 0.400519	 3.091085	 0.602643
 0.314767	 0.921523	 -0.000164
 0.389039	 3.498849	 -0.047419
 0.220273	 4.065481	 0.381167
 0.199156	 3.803680	 0.504225
 0.316158	 3.686022	 0.162349
 0.310411	 3.247352	 0.228279
 0.164194	 1.523886	 0.019258
 0.303596	 2.239949	 1.008786
 0.304658	 3.895414	 0.774096
 0.382184	 2.131955	 0.181824
 0.302724	 4.216274	 0.495457
 0.334042	 3.417026	 0.560268
 0.333560	 3.447923	 0.784482
 0.221820	 3.995577	 0.630605
 0.222877	 2.777578	 0.616377
 0.347774	 3.679636	 0.301393
 0.260092	 3.291763	 0.304982
 0.299107	 2.655248	 0.465864
 0.442219	 2.624726	 0.433855
 0.460536	 3.950410	 0.437577
 0.460272	 5.561662	 -0.109413
 0.317750	 3.706686	 0.493028
 0.317719	 2.693272	 0.760434
 0.351981	 6.075432	 -0.187106
 0.351752	 4.185459	 0.093842
 0.352085	 5.530476	 -0.120196
 0.351293	 2.298479	 0.629282
 0.290460	 3.680150	 0.277472
 0.354820	 4.501965	 0.631842
 0.160474	 6.062547	 0.239670
 0.412044	 3.726018	 0.205387
 0.307678	 3.873943	 0.458978
 0.357643	 3.492136	 0.539409
 0.293580	 2.691088	 1.090997
 0.377013	 2.313487	 0.090306
 0.275060	 2.524468	 0.489347
 0.403697	 2.669146	 0.059792
 0.315098	 2.371782	 -0.007297
 0.305668	 2.950999	 0.925934
 0.318511	 3.475060	 0.907796
 0.275221	 3.129976	 1.093647
 0.164315	 4.266900	 0.422561
 0.316702	 2.529086	 0.688912
 0.295658	 3.232734	 0.127828
 0.314795	 2.769731	 0.882033
 0.348770	 2.478359	 0.066537
 0.466826	 4.433189	 0.459914
 0.388188	 3.958560	 0.536219
 0.299712	 4.013953	 0.023408
 0.298293	 2.294004	 0.670927
 0.366069	 3.714155	 0.154978
 0.359240	 4.344461	 0.399139
 0.360361	 2.665074	 0.512675
 0.358870	 3.153596	 0.854920
 0.357444	 3.548350	 0.171987
 0.387664	 3.156189	 0.862746
 0.410709	 3.280769	 0.908644
 0.292375	 3.419267	 1.128221
 0.381510	 2.944992	 0.065681
 0.177263	 4.216629	 0.066696
 0.463325	 2.338979	 0.339185
 0.317839	 2.200572	 0.237575
 0.318427	 2.459464	 0.200548
 0.356315	 3.547264	 0.064832
 0.462794	 2.339010	 0.744733
 0.361020	 3.603931	 0.893407
 0.362820	 2.058588	 0.760128
 0.407878	 2.724934	 0.552722
 0.261639	 3.236829	 0.041474
 0.373332	 3.932364	 0.779265
 0.457388	 5.641176	 0.020091
 0.406463	 3.890866	 1.100053
 0.428615	 2.970180	 0.258279
 0.417799	 2.218876	 0.167291
 0.428723	 0.617637	 -0.009045
 0.218163	 2.750167	 0.567682
 0.418103	 2.801395	 0.689708
 0.335483	 4.075596	 0.368718
 0.219505	 3.386875	 0.475166
 0.335180	 3.415291	 0.027994
 0.444237	 2.477159	 0.625656
 0.366329	 0.099238	 0.008421
 0.217805	 3.856408	 0.531962
 0.266397	 2.200883	 0.322153
 0.407538	 2.730991	 0.170091
 0.325263	 3.191362	 0.118408
 0.356846	 0.898834	 -0.127578
 0.370900	 2.503902	 0.430242
 0.314335	 3.343808	 0.781171
 0.330981	 2.911677	 0.037146
 0.412099	 4.257032	 0.610523
 0.402256	 2.652994	 0.255839
 0.385365	 3.572507	 -0.029509
 0.363795	 3.411658	 0.124730
 0.311457	 2.762464	 0.310521
 0.237420	 3.769249	 0.550052
 0.351347	 2.650557	 0.454834
 0.414563	 5.713317	 0.015944
 0.412497	 4.093983	 0.545845
 0.368349	 2.653477	 0.712768
 0.328751	 3.877509	 0.007357
 0.396468	 3.047597	 0.968444
 0.193778	 3.814812	 0.187721
 0.239881	 3.838362	 0.431449
 0.246130	 4.400433	 1.112142
 0.335351	 3.147412	 0.644511
 0.182973	 2.850645	 0.893261
 0.247994	 4.397792	 0.501358
 0.247595	 3.371610	 0.729366
 0.248187	 5.979181	 0.003292
 0.279716	 2.111564	 0.907434
 0.292618	 2.195951	 0.716467
 0.408136	 2.573430	 0.137402
 0.300969	 2.277985	 0.521190
 0.277873	 4.036918	 0.954084
 0.436963	 3.362295	 0.363850
 0.245361	 3.614151	 0.521190
 0.439726	 5.624756	 -0.012668
 0.311964	 3.608732	 0.042432
 0.227261	 4.067220	 0.858731
 0.238143	 4.271458	 0.886743
 0.282313	 3.511989	 0.593871
 0.215684	 2.669875	 0.140392
 0.300698	 2.105295	 0.295481
 0.307828	 4.239997	 0.288737
 0.432053	 4.031154	 0.768980
 0.202937	 3.311784	 0.810809
 0.445972	 2.767766	 0.631334
 0.257338	 4.060457	 0.873557
 0.259981	 3.959717	 0.545022
 0.200045	 2.322185	 0.483313
 0.229751	 3.000140	 0.634046
 0.428921	 4.115419	 -0.001308
 0.375807	 2.403806	 0.885923
 0.429306	 2.143289	 0.696927
 0.376775	 5.529562	 0.016708
 0.443057	 2.935538	 -0.017885
 0.364127	 2.005184	 0.788853
 0.410898	 2.822619	 0.355706
 0.414044	 3.033765	 0.974570
 0.438899	 3.554731	 0.143005
 0.327756	 4.248401	 0.751270
 0.340374	 3.943667	 0.178847
 0.301473	 2.879024	 1.138931
 0.162528	 0.061710	 -0.178319
 0.295611	 3.094325	 0.947922
 0.361635	 3.008539	 0.059760
 0.389373	 3.969370	 0.333267
 0.324805	 4.008377	 -0.021466
 0.416557	 4.190743	 0.775440
 0.380631	 2.200437	 0.111901
 0.254188	 4.368422	 0.355866
 0.382695	 3.910095	 0.148384
 0.383567	 2.262352	 0.276348
 0.362013	 2.502349	 0.772041
 0.437434	 2.993398	 0.781444
 0.302816	 4.337629	 0.480288
 0.385063	 3.591654	 0.398553
 0.239236	 3.556526	 0.966314
 0.454296	 4.180567	 0.326840
 0.247263	 3.045615	 0.334599
 0.293951	 3.604861	 0.689854
 0.376436	 2.468487	 0.218756
 0.227170	 6.080783	 -0.004715
 0.309560	 2.691439	 0.718191
 0.309993	 2.043491	 0.821348
 0.313750	 1.950456	 0.685820
 0.235624	 3.564568	 0.831717
 0.234185	 3.861894	 0.025512
 0.326980	 3.670433	 0.927703
 0.234214	 3.216596	 0.781904
 0.211963	 2.634963	 0.238754
 0.299810	 2.803492	 0.631122
 0.234412	 2.902736	 0.466685
 0.239753	 3.143835	 0.860384
 0.233116	 2.043384	 0.400696
 0.171754	 1.997824	 0.463324
 0.409856	 3.878458	 0.266348
 0.416850	 3.551038	 0.368512
 0.415878	 3.992369	 0.429697
 0.254389	 1.005894	 -0.007636
 0.434011	 3.148185	 0.101541
 0.348578	 3.089834	 0.332499
 0.273573	 2.569391	 0.126188
 0.453609	 4.271498	 0.232512
 0.387586	 3.684172	 0.658787
 0.192339	 2.573911	 0.144663
 0.440156	 3.721117	 0.833807
 0.366545	 2.608792	 0.160415
 0.367911	 3.052832	 0.491279
 0.386469	 3.887650	 0.145315
 0.366471	 2.900262	 0.314739
 0.281417	 3.429596	 0.495734
 0.164626	 3.393371	 0.339149
 0.261354	 2.559357	 0.165811
 0.375428	 2.264858	 0.728141
 0.381785	 3.022582	 0.302964
 0.375847	 3.381409	 -0.037382
 0.380470	 3.500679	 0.505256
 0.254123	 3.412958	 0.714004
 0.410670	 4.402657	 0.485957
 0.384558	 4.176154	 0.224455
 0.264730	 3.197816	 0.039324
 0.212889	 3.074257	 0.960268
 0.322875	 2.268314	 0.767545
 0.355875	 2.995517	 -0.045505
 0.269710	 3.201596	 0.055738
 0.291076	 3.276356	 0.591796
 0.414564	 3.232468	 0.024592
 0.412702	 3.689812	 1.096266
 0.326542	 3.108994	 0.843649
 0.431797	 2.576660	 0.169691
 0.375754	 2.762827	 0.428899
 0.315706	 3.191159	 0.172330
 0.450534	 5.667443	 -0.145834
 0.374147	 1.997016	 0.735007
 0.440056	 2.281381	 0.534178
